sample interval	  ECG I	iltered
           4651	 -0.125	 -0.055
           4652	 -0.140	 -0.060
           4653	 -0.130	 -0.065
           4654	 -0.130	 -0.075
           4655	 -0.145	 -0.080
           4656	 -0.150	 -0.080
           4657	 -0.135	 -0.080
           4658	 -0.140	 -0.080
           4659	 -0.140	 -0.075
           4660	 -0.115	 -0.075
           4661	 -0.130	 -0.070
           4662	 -0.145	 -0.070
           4663	 -0.150	 -0.075
           4664	 -0.145	 -0.075
           4665	 -0.160	 -0.080
           4666	 -0.165	 -0.080
           4667	 -0.145	 -0.085
           4668	 -0.135	 -0.085
           4669	 -0.130	 -0.080
           4670	 -0.130	 -0.080
           4671	 -0.140	 -0.075
           4672	 -0.140	 -0.075
           4673	 -0.150	 -0.075
           4674	 -0.165	 -0.075
           4675	 -0.160	 -0.075
           4676	 -0.185	 -0.075
           4677	 -0.150	 -0.080
           4678	 -0.135	 -0.080
           4679	 -0.130	 -0.080
           4680	 -0.145	 -0.080
           4681	 -0.135	 -0.080
           4682	 -0.135	 -0.080
           4683	 -0.160	 -0.080
           4684	 -0.160	 -0.085
           4685	 -0.170	 -0.090
           4686	 -0.185	 -0.095
           4687	 -0.170	 -0.100
           4688	 -0.175	 -0.105
           4689	 -0.165	 -0.105
           4690	 -0.170	 -0.105
           4691	 -0.165	 -0.105
           4692	 -0.180	 -0.105
           4693	 -0.195	 -0.105
           4694	 -0.210	 -0.100
           4695	 -0.190	 -0.095
           4696	 -0.165	 -0.085
           4697	 -0.110	 -0.060
           4698	 -0.050	 -0.025
           4699	  0.000	  0.025
           4700	  0.055	  0.090
           4701	  0.125	  0.175
           4702	  0.185	  0.265
           4703	  0.280	  0.360
           4704	  0.375	  0.455
           4705	  0.495	  0.530
           4706	  0.585	  0.590
           4707	  0.580	  0.615
           4708	  0.555	  0.610
           4709	  0.490	  0.575
           4710	  0.430	  0.510
           4711	  0.325	  0.415
           4712	  0.235	  0.310
           4713	  0.105	  0.195
           4714	 -0.010	  0.085
           4715	 -0.120	 -0.010
           4716	 -0.240	 -0.090
           4717	 -0.275	 -0.145
           4718	 -0.260	 -0.175
           4719	 -0.220	 -0.185
           4720	 -0.195	 -0.175
           4721	 -0.185	 -0.155
           4722	 -0.150	 -0.130
           4723	 -0.135	 -0.105
           4724	 -0.160	 -0.080
           4725	 -0.145	 -0.060
           4726	 -0.140	 -0.050
           4727	 -0.125	 -0.045
           4728	 -0.115	 -0.050
           4729	 -0.115	 -0.050
           4730	 -0.110	 -0.055
           4731	 -0.110	 -0.060
           4732	 -0.135	 -0.060
           4733	 -0.130	 -0.060
           4734	 -0.140	 -0.060
           4735	 -0.145	 -0.055
           4736	 -0.150	 -0.050
           4737	 -0.120	 -0.050
           4738	 -0.120	 -0.050
           4739	 -0.115	 -0.050
           4740	 -0.105	 -0.055
           4741	 -0.090	 -0.060
           4742	 -0.115	 -0.060
           4743	 -0.125	 -0.060
           4744	 -0.125	 -0.060
           4745	 -0.130	 -0.060
           4746	 -0.125	 -0.055
           4747	 -0.120	 -0.050
           4748	 -0.095	 -0.045
           4749	 -0.100	 -0.040
           4750	 -0.100	 -0.040
           4751	 -0.100	 -0.040
           4752	 -0.110	 -0.040
           4753	 -0.120	 -0.040
           4754	 -0.120	 -0.040
           4755	 -0.125	 -0.035
           4756	 -0.100	 -0.035
           4757	 -0.110	 -0.030
           4758	 -0.090	 -0.025
           4759	 -0.080	 -0.020
           4760	 -0.080	 -0.015
           4761	 -0.075	 -0.010
           4762	 -0.080	 -0.010
           4763	 -0.085	 -0.005
           4764	 -0.100	 -0.005
           4765	 -0.095	 -0.005
           4766	 -0.100	 -0.010
           4767	 -0.075	 -0.010
           4768	 -0.075	 -0.010
           4769	 -0.070	 -0.010
           4770	 -0.065	 -0.010
           4771	 -0.065	 -0.005
           4772	 -0.080	 -0.005
           4773	 -0.090	 -0.005
           4774	 -0.095	  0.000
           4775	 -0.095	  0.000
           4776	 -0.075	  0.000
           4777	 -0.070	  0.000
           4778	 -0.060	  0.005
           4779	 -0.040	  0.005
           4780	 -0.035	  0.005
           4781	 -0.045	  0.005
           4782	 -0.065	  0.005
           4783	 -0.065	  0.010
           4784	 -0.055	  0.015
           4785	 -0.050	  0.020
           4786	 -0.045	  0.030
           4787	 -0.040	  0.035
           4788	 -0.025	  0.045
           4789	  0.005	  0.050
           4790	  0.005	  0.055
           4791	  0.015	  0.060
           4792	  0.005	  0.065
           4793	 -0.010	  0.065
           4794	 -0.010	  0.070
           4795	 -0.020	  0.075
           4796	 -0.005	  0.075
           4797	  0.005	  0.080
           4798	  0.030	  0.085
           4799	  0.025	  0.090
           4800	  0.040	  0.095
           4801	  0.065	  0.100
           4802	  0.060	  0.105
           4803	  0.055	  0.110
           4804	  0.055	  0.115
           4805	  0.045	  0.120
           4806	  0.060	  0.125
           4807	  0.070	  0.135
           4808	  0.075	  0.140
           4809	  0.095	  0.150
           4810	  0.120	  0.155
           4811	  0.115	  0.160
           4812	  0.125	  0.170
           4813	  0.120	  0.175
           4814	  0.120	  0.180
           4815	  0.115	  0.185
           4816	  0.110	  0.190
           4817	  0.125	  0.195
           4818	  0.150	  0.200
           4819	  0.140	  0.205
           4820	  0.145	  0.205
           4821	  0.145	  0.210
           4822	  0.130	  0.210
           4823	  0.110	  0.210
           4824	  0.095	  0.205
           4825	  0.095	  0.200
           4826	  0.095	  0.195
           4827	  0.120	  0.185
           4828	  0.120	  0.180
           4829	  0.125	  0.180
           4830	  0.125	  0.175
           4831	  0.105	  0.175
           4832	  0.095	  0.175
           4833	  0.070	  0.175
           4834	  0.060	  0.170
           4835	  0.045	  0.160
           4836	  0.040	  0.155
           4837	  0.040	  0.140
           4838	  0.040	  0.125
           4839	  0.015	  0.110
           4840	  0.020	  0.095
           4841	  0.015	  0.080
           4842	 -0.025	  0.065
           4843	 -0.055	  0.055
           4844	 -0.045	  0.045
           4845	 -0.050	  0.040
           4846	 -0.065	  0.035
           4847	 -0.065	  0.030
           4848	 -0.045	  0.025
           4849	 -0.055	  0.020
           4850	 -0.055	  0.020
           4851	 -0.070	  0.015
           4852	 -0.085	  0.010
           4853	 -0.105	  0.005
           4854	 -0.110	  0.005
           4855	 -0.110	  0.000
           4856	 -0.115	 -0.005
           4857	 -0.110	 -0.015
           4858	 -0.105	 -0.020
           4859	 -0.110	 -0.030
           4860	 -0.105	 -0.040
           4861	 -0.100	 -0.045
           4862	 -0.095	 -0.055
           4863	 -0.130	 -0.060
           4864	 -0.135	 -0.060
           4865	 -0.140	 -0.060
           4866	 -0.115	 -0.060
           4867	 -0.125	 -0.050
           4868	 -0.125	 -0.045
           4869	 -0.095	 -0.040
           4870	 -0.100	 -0.035
           4871	 -0.125	 -0.035
           4872	 -0.140	 -0.035
           4873	 -0.135	 -0.040
           4874	 -0.140	 -0.045
           4875	 -0.145	 -0.050
           4876	 -0.125	 -0.055
           4877	 -0.115	 -0.060
           4878	 -0.110	 -0.060
           4879	 -0.120	 -0.055
           4880	 -0.110	 -0.055
           4881	 -0.125	 -0.050
           4882	 -0.125	 -0.045
           4883	 -0.125	 -0.040
           4884	 -0.125	 -0.040
           4885	 -0.135	 -0.040
           4886	 -0.115	 -0.045
           4887	 -0.120	 -0.045
           4888	 -0.110	 -0.050
           4889	 -0.100	 -0.050
           4890	 -0.085	 -0.055
           4891	 -0.105	 -0.055
           4892	 -0.110	 -0.055
           4893	 -0.125	 -0.055
           4894	 -0.125	 -0.050
           4895	 -0.125	 -0.050
           4896	 -0.120	 -0.050
           4897	 -0.095	 -0.050
           4898	 -0.095	 -0.050
           4899	 -0.090	 -0.045
           4900	 -0.100	 -0.045
           4901	 -0.105	 -0.040
           4902	 -0.115	 -0.035
           4903	 -0.115	 -0.030
           4904	 -0.125	 -0.025
           4905	 -0.130	 -0.025
           4906	 -0.105	 -0.025
           4907	 -0.100	 -0.025
           4908	 -0.080	 -0.025
           4909	 -0.090	 -0.030
           4910	 -0.075	 -0.035
           4911	 -0.100	 -0.035
           4912	 -0.125	 -0.035
           4913	 -0.120	 -0.035
           4914	 -0.125	 -0.035
           4915	 -0.130	 -0.030
           4916	 -0.090	 -0.030
           4917	 -0.095	 -0.030
           4918	 -0.080	 -0.030
           4919	 -0.070	 -0.030
           4920	 -0.080	 -0.030
           4921	 -0.090	 -0.030
           4922	 -0.110	 -0.030
           4923	 -0.115	 -0.035
           4924	 -0.120	 -0.030
           4925	 -0.110	 -0.030
           4926	 -0.100	 -0.030
           4927	 -0.100	 -0.030
           4928	 -0.090	 -0.030
           4929	 -0.080	 -0.030
           4930	 -0.095	 -0.030
           4931	 -0.105	 -0.030
           4932	 -0.105	 -0.030
           4933	 -0.125	 -0.025
           4934	 -0.115	 -0.025
           4935	 -0.110	 -0.020
           4936	 -0.105	 -0.020
           4937	 -0.100	 -0.020
           4938	 -0.090	 -0.025
           4939	 -0.095	 -0.025
           4940	 -0.100	 -0.030
           4941	 -0.115	 -0.030
           4942	 -0.110	 -0.030
           4943	 -0.105	 -0.030
           4944	 -0.080	 -0.025
           4945	 -0.075	 -0.015
           4946	 -0.055	 -0.005
           4947	 -0.045	  0.005
           4948	 -0.025	  0.020
           4949	  0.000	  0.030
           4950	  0.000	  0.045
           4951	 -0.005	  0.055
           4952	 -0.025	  0.065
           4953	 -0.010	  0.070
           4954	 -0.015	  0.080
           4955	 -0.025	  0.085
           4956	  0.005	  0.085
           4957	  0.015	  0.090
           4958	  0.020	  0.090
           4959	  0.035	  0.090
           4960	  0.035	  0.085
           4961	  0.015	  0.085
           4962	  0.005	  0.080
           4963	 -0.010	  0.080
           4964	 -0.010	  0.075
           4965	  0.015	  0.075
           4966	  0.030	  0.080
           4967	  0.035	  0.080
           4968	  0.035	  0.080
           4969	  0.040	  0.080
           4970	  0.020	  0.085
           4971	  0.010	  0.080
           4972	  0.005	  0.080
           4973	  0.005	  0.080
           4974	  0.010	  0.075
           4975	  0.010	  0.075
           4976	  0.025	  0.075
           4977	  0.030	  0.075
           4978	  0.045	  0.080
           4979	  0.055	  0.080
           4980	  0.050	  0.085
           4981	  0.030	  0.090
           4982	  0.010	  0.095
           4983	  0.010	  0.100
           4984	  0.005	  0.105
           4985	  0.005	  0.105
           4986	  0.025	  0.110
           4987	  0.040	  0.105
           4988	  0.050	  0.105
           4989	  0.035	  0.100
           4990	  0.025	  0.100
           4991	  0.020	  0.095
           4992	  0.010	  0.095
           4993	  0.015	  0.095
           4994	  0.015	  0.095
           4995	  0.015	  0.095
           4996	  0.030	  0.095
           4997	  0.020	  0.095
           4998	  0.035	  0.095
           4999	  0.040	  0.095
